Setting,App,Feature,Classifier,Precision,Recall,F1
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-gaussian-naive-bayes-dom-rted.sav,0.9201958384332926,0.9555160142348754,0.9375233819678264
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-svm-rbf-doc2vec-distance-all.sav,0.8538555691554468,0.8866293848500254,0.8699339069709441
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-decision-tree-dom-rted.sav,0.9630354957160344,1.0,0.9811697219104628
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-svm-rbf-doc2vec-distance-all.sav,0.8538555691554468,0.8866293848500254,0.8699339069709441
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-random-forest-dom-rted.sav,0.9630354957160344,1.0,0.9811697219104628
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-svm-rbf-doc2vec-distance-all.sav,0.8538555691554468,0.8866293848500254,0.8699339069709441
within-apps,mrbs,doc2vec-distance-content,trained_classifiers/within-apps-mrbs-svm-rbf-doc2vec-distance-content-tags.sav,0.3030599755201958,0.3146924250127097,0.3087666791370494
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-ensemble-doc2vec-distance-all.sav,0.9275397796817626,0.9631418403660396,0.9450056116722784
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-ensemble-dom-rted.sav,0.9627906976744186,0.999745805795628,0.9809203142536476
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-ensemble-doc2vec-distance-all.sav,0.9275397796817626,0.9631418403660396,0.9450056116722784
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-decision-tree-dom-rted.sav,0.9630354957160344,1.0,0.9811697219104628
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-ensemble-doc2vec-distance-all.sav,0.9275397796817626,0.9631418403660396,0.9450056116722784
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-gaussian-naive-bayes-dom-rted.sav,0.9201958384332926,0.9555160142348754,0.9375233819678264
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-ensemble-doc2vec-distance-all.sav,0.9275397796817626,0.9631418403660396,0.9450056116722784
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-random-forest-dom-rted.sav,0.9630354957160344,1.0,0.9811697219104628
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-ensemble-doc2vec-distance-all.sav,0.9275397796817626,0.9631418403660396,0.9450056116722784
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-ensemble-dom-rted.sav,0.9627906976744186,0.999745805795628,0.9809203142536476
within-apps,ppma,doc2vec-distance-all,trained_classifiers/within-apps-ppma-ensemble-doc2vec-distance-all.sav,0.6696750902527075,0.8153846153846154,0.7353815659068385
within-apps,ppma,DOM-RTED,trained_classifiers/within-apps-petclinic-svm-rbf-dom-rted.sav,0.8212996389891697,1.0,0.9018830525272546
within-apps,ppma,VISUAL-PDiff,trained_classifiers/within-apps-ppma-svm-rbf-visual-pdiff.sav,0.8212996389891697,1.0,0.9018830525272546
within-apps,ppma,doc2vec-distance-all,trained_classifiers/within-apps-ppma-random-forest-doc2vec-distance-all.sav,0.6877256317689531,0.8373626373626374,0.755203171456888
within-apps,ppma,DOM-RTED,trained_classifiers/within-apps-petclinic-svm-rbf-dom-rted.sav,0.8212996389891697,1.0,0.9018830525272546
within-apps,ppma,VISUAL-PDiff,trained_classifiers/within-apps-ppma-svm-rbf-visual-pdiff.sav,0.8212996389891697,1.0,0.9018830525272546
within-apps,ppma,doc2vec-distance-all,trained_classifiers/within-apps-ppma-gaussian-naive-bayes-doc2vec-distance-all.sav,0.7888086642599278,0.9604395604395604,0.8662041625371655
within-apps,ppma,DOM-RTED,trained_classifiers/within-apps-petclinic-svm-rbf-dom-rted.sav,0.8212996389891697,1.0,0.9018830525272546
within-apps,ppma,VISUAL-PDiff,trained_classifiers/within-apps-ppma-svm-rbf-visual-pdiff.sav,0.8212996389891697,1.0,0.9018830525272546
within-apps,pagekit,doc2vec-distance-all,trained_classifiers/within-apps-pagekit-svm-rbf-doc2vec-distance-all.sav,0.5517711171662125,0.5698874296435272,0.5606829718504845
within-apps,pagekit,DOM-RTED,trained_classifiers/within-apps-pagekit-svm-rbf-dom-rted.sav,0.205495004541326,0.2122420262664165,0.2088140286109829
within-apps,pagekit,VISUAL-PDiff,trained_classifiers/within-apps-pagekit-svm-rbf-visual-pdiff.sav,0.2073115349682107,0.2141181988742964,0.2106598984771573
within-apps,pagekit,doc2vec-distance-content,trained_classifiers/within-apps-pagekit-svm-rbf-doc2vec-distance-content-tags.sav,0.3503633060853769,0.3618667917448405,0.3560221504383941
within-apps,pagekit,DOM-RTED,trained_classifiers/within-apps-pagekit-svm-rbf-dom-rted.sav,0.205495004541326,0.2122420262664165,0.2088140286109829
within-apps,pagekit,VISUAL-PDiff,trained_classifiers/within-apps-pagekit-svm-rbf-visual-pdiff.sav,0.2073115349682107,0.2141181988742964,0.2106598984771573
within-apps,pagekit,doc2vec-distance-all,trained_classifiers/within-apps-pagekit-ensemble-doc2vec-distance-all.sav,0.8158492279745686,0.8426360225140713,0.829026303645593
within-apps,pagekit,DOM-RTED,trained_classifiers/within-apps-pagekit-svm-rbf-dom-rted.sav,0.205495004541326,0.2122420262664165,0.2088140286109829
within-apps,pagekit,VISUAL-PDiff,trained_classifiers/within-apps-pagekit-svm-rbf-visual-pdiff.sav,0.2073115349682107,0.2141181988742964,0.2106598984771573
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-ensemble-doc2vec-distance-all.sav,0.9275397796817626,0.9631418403660396,0.9450056116722784
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-random-forest-dom-rted.sav,0.9630354957160344,1.0,0.9811697219104628
within-apps,mrbs,doc2vec-distance-all,trained_classifiers/within-apps-mrbs-svm-rbf-doc2vec-distance-all.sav,0.8538555691554468,0.8866293848500254,0.8699339069709441
within-apps,mrbs,DOM-RTED,trained_classifiers/within-apps-mrbs-gaussian-naive-bayes-dom-rted.sav,0.9201958384332926,0.9555160142348754,0.9375233819678264
within-apps,mrbs,VISUAL-PDiff,trained_classifiers/within-apps-mrbs-svm-rbf-visual-pdiff.sav,0.5025703794369645,0.5218607015760041,0.5120339194413267
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-decision-tree-dom-rted.sav,0.8333333333333334,0.990159901599016,0.9050028105677348
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-dom-rted.sav,0.8240165631469979,0.9790897908979088,0.894884766722878
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-random-forest-dom-rted.sav,0.8333333333333334,0.990159901599016,0.9050028105677348
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-dom-rted.sav,0.8240165631469979,0.9790897908979088,0.894884766722878
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-all.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-all.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-doc2vec-distance-all.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-content-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-all.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-doc2vec-distance-all.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-doc2vec-distance-content-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-content-tags.sav,0.2028985507246377,0.2410824108241082,0.2203485103991006
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-content-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-ensemble-doc2vec-distance-all.sav,0.4016563146997929,0.4772447724477244,0.4362001124227094
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-all,trained_classifiers/within-apps-dimeshift-random-forest-doc2vec-distance-all.sav,0.7494824016563147,0.8905289052890529,0.8139404159640248
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-random-forest-doc2vec-distance-content-tags.sav,0.1987577639751552,0.2361623616236162,0.2158516020236087
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-doc2vec-distance-content-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-content-tags.sav,0.2028985507246377,0.2410824108241082,0.2203485103991006
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-content-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-ensemble-doc2vec-distance-tags.sav,0.6946169772256728,0.8253382533825339,0.7543563799887577
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-random-forest-doc2vec-distance-tags.sav,0.7505175983436853,0.8917589175891759,0.8150646430578977
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-doc2vec-distance-tags.sav,0.7567287784679089,0.8991389913899139,0.8218100056211354
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-gaussian-naive-bayes-doc2vec-distance-tags.sav,0.7567287784679089,0.8991389913899139,0.8218100056211354
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-decision-tree-doc2vec-distance-tags.sav,0.7556935817805382,0.897908979089791,0.8206857785272627
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-tags,trained_classifiers/within-apps-dimeshift-svm-rbf-doc2vec-distance-tags.sav,0.0,0.0,0.0
within-apps,dimeshift,DOM-RTED,trained_classifiers/within-apps-dimeshift-svm-rbf-dom-rted.sav,0.8115942028985508,0.964329643296433,0.8813940415964024
within-apps,dimeshift,VISUAL-PDiff,trained_classifiers/within-apps-dimeshift-svm-rbf-visual-pdiff.sav,0.5600414078674948,0.6654366543665436,0.6082068577852726
within-apps,dimeshift,doc2vec-distance-content,trained_classifiers/within-apps-dimeshift-ensemble-doc2vec-distance-content.sav,0.3043478260869565,0.3616236162361623,0.3305227655986509
